,useless,pr_min_color,pr_min,pr_avg,rc_min_color,rc_min,rc_avg,colorspace,degree,regularization
153,0.027777777777777776,Silver,0.8033707865168539,0.9233694871439243,Grey,0.6052631578947368,0.8609964211773314,VYab,7,2
100,0.03632478632478633,Silver,0.8092485549132948,0.9221533279565115,Grey,0.631578947368421,0.8815230418672345,VYab,5,2
146,0.03205128205128205,Silver,0.7446808510638298,0.9200653026592621,Grey,0.4473684210526316,0.8438063545574165,VYab,7,2
121,0.03205128205128205,Silver,0.7953216374269005,0.9199829390269868,Grey,0.631578947368421,0.8863210509451039,VYab,6,2
97,0.03311965811965812,Silver,0.7584269662921348,0.9180605419327755,Grey,0.6052631578947368,0.8813592007992859,VYab,5,2
79,0.03205128205128205,Silver,0.7705882352941177,0.9176225881694549,Grey,0.6578947368421053,0.8758575567505728,VYab,4,2
122,0.027777777777777776,Silver,0.7790697674418605,0.9166468792036142,Grey,0.5263157894736842,0.8458415523900705,VYab,6,2
131,0.03311965811965812,Silver,0.7894736842105263,0.9159147973151731,Grey,0.6052631578947368,0.867387686207697,VYab,6,2
95,0.029914529914529916,Silver,0.7379679144385026,0.915569980941603,Grey,0.5789473684210527,0.8560015325237746,VYab,5,2
50,0.028846153846153848,Silver,0.7607361963190185,0.9154752499879163,Grey,0.6578947368421053,0.8641993523522716,VYab,3,2
143,0.028846153846153848,Silver,0.7931034482758621,0.9150405722811489,Grey,0.5263157894736842,0.8530092525792944,VYab,7,2
132,0.030982905982905984,Silver,0.7942857142857143,0.9149068025777409,Grey,0.5789473684210527,0.8583734679117035,VYab,7,2
151,0.035256410256410256,Silver,0.7722222222222223,0.9142811895374698,Grey,0.5,0.8502373992060347,VYab,7,2
124,0.030982905982905984,Silver,0.8023952095808383,0.9142723296398096,Grey,0.6578947368421053,0.870716666561163,VYab,6,2
128,0.029914529914529916,Black,0.7692307692307693,0.914234152295296,Grey,0.4473684210526316,0.8626987819431218,VYab,6,2
76,0.03205128205128205,Silver,0.7771084337349398,0.9140325805347372,Grey,0.631578947368421,0.8730472087726291,VYab,4,2
145,0.03418803418803419,Silver,0.7840909090909091,0.9118689321091874,Grey,0.5789473684210527,0.849607585057639,VYab,7,2
114,0.028846153846153848,Silver,0.783625730994152,0.9117823879004461,Grey,0.631578947368421,0.8581881085961613,VYab,6,2
129,0.030982905982905984,Gold,0.8023952095808383,0.9116275393025729,Grey,0.42105263157894735,0.8536860728962872,VYab,6,2
136,0.028846153846153848,Gold,0.7909604519774012,0.9115327718901816,Grey,0.5,0.8489131540040596,VYab,7,2
55,0.027777777777777776,Silver,0.7687861271676301,0.9113580456297927,Grey,0.5526315789473685,0.8628882476177314,VYab,3,2
73,0.030982905982905984,Silver,0.7630057803468208,0.9111488394444556,Grey,0.5789473684210527,0.8483368828332079,VYab,4,2
119,0.03205128205128205,Silver,0.7687861271676301,0.9108595380923354,Grey,0.5526315789473685,0.859423427630416,VYab,6,2
80,0.035256410256410256,Silver,0.7543859649122807,0.9107572862348471,Grey,0.47368421052631576,0.8652003216725949,VYab,4,2
89,0.030982905982905984,Silver,0.7784431137724551,0.9106983547237723,Grey,0.6578947368421053,0.8635132098802806,VYab,5,2
148,0.03205128205128205,Silver,0.7868852459016393,0.9103745526380056,Grey,0.631578947368421,0.8452250269960705,VYab,7,2
149,0.030982905982905984,Silver,0.7976878612716763,0.9100607160079115,Red,0.6060606060606061,0.8486316263573044,VYab,7,2
108,0.030982905982905984,Silver,0.8169934640522876,0.909735286026514,Grey,0.6578947368421053,0.8615690812453832,VYab,5,2
123,0.03205128205128205,Black,0.7402597402597403,0.9096295634581149,Grey,0.42105263157894735,0.8416968533746746,VYab,6,2
90,0.03205128205128205,Silver,0.7526881720430108,0.9085838271760077,Grey,0.4473684210526316,0.8558502688595502,VYab,5,2
144,0.03205128205128205,Silver,0.7740112994350282,0.9081095398908204,Grey,0.4473684210526316,0.8320307483577706,VYab,7,2
147,0.03205128205128205,Silver,0.7526315789473684,0.9077810837184516,Grey,0.5,0.8267417197593205,VYab,7,2
152,0.03311965811965812,Black,0.7763157894736842,0.9076246940637339,Grey,0.4473684210526316,0.8421323760996368,VYab,7,2
115,0.028846153846153848,Silver,0.7976190476190477,0.9064516156274517,Grey,0.6052631578947368,0.8442254364363867,VYab,6,2
87,0.03311965811965812,Silver,0.7415730337078652,0.9064109859108249,Grey,0.5,0.8577459685293612,VYab,4,2
49,0.026709401709401708,Silver,0.7756410256410257,0.9055751979627331,Grey,0.6052631578947368,0.8640687316292309,VYab,3,2
107,0.03311965811965812,Grey,0.7931034482758621,0.9053392856473959,Grey,0.6052631578947368,0.8666328722702836,VYab,5,2
134,0.029914529914529916,Black,0.7972972972972973,0.9052361112836784,Grey,0.5789473684210527,0.8497232630946303,VYab,7,2
56,0.03205128205128205,Silver,0.735632183908046,0.9051844409225178,Grey,0.5789473684210527,0.8524010769239323,VYab,3,2
130,0.027777777777777776,Black,0.7721518987341772,0.9051113877912911,Grey,0.42105263157894735,0.8399115128996646,VYab,6,2
102,0.03418803418803419,Silver,0.7351351351351352,0.9047955418919288,Grey,0.39473684210526316,0.8483723529471886,VYab,5,2
74,0.029914529914529916,Silver,0.7777777777777778,0.9042587986114989,Grey,0.5,0.8650338089787384,VYab,4,2
125,0.03311965811965812,Silver,0.7962962962962963,0.9041861963697857,Grey,0.631578947368421,0.8624725237058003,VYab,6,2
118,0.035256410256410256,Silver,0.782608695652174,0.9038824891058623,Grey,0.5263157894736842,0.850185625149325,VYab,6,2
92,0.027777777777777776,Black,0.7534246575342466,0.9036726203835088,Grey,0.6578947368421053,0.8568796152517203,VYab,5,2
133,0.024572649572649572,Silver,0.7554347826086957,0.9034277164146237,Grey,0.39473684210526316,0.819016401560241,VYab,7,2
93,0.03418803418803419,Silver,0.7559523809523809,0.9033323736048602,Grey,0.47368421052631576,0.854314131421889,VYab,5,2
78,0.035256410256410256,Silver,0.7962962962962963,0.903065686547754,Grey,0.5263157894736842,0.8539199121301387,VYab,4,2
82,0.03311965811965812,Silver,0.7757575757575758,0.9027587804309404,Grey,0.631578947368421,0.853862970489152,VYab,4,2
99,0.030982905982905984,Silver,0.7654320987654321,0.9027209144631365,Grey,0.5,0.8553566167699592,VYab,5,2
112,0.03418803418803419,Silver,0.7844311377245509,0.9023209306723504,Grey,0.5526315789473685,0.8649937387375795,VYab,6,2
94,0.030982905982905984,Silver,0.7951807228915663,0.9021493403381844,Grey,0.5,0.8641113732415768,VYab,5,2
140,0.03311965811965812,Silver,0.7624309392265194,0.9020698431672833,Grey,0.5526315789473685,0.846007988381899,VYab,7,2
52,0.030982905982905984,Silver,0.7180851063829787,0.9017433317059698,Grey,0.7105263157894737,0.8542057474832246,VYab,3,2
75,0.030982905982905984,Silver,0.7368421052631579,0.9016105102283087,Grey,0.5263157894736842,0.8497944895108401,VYab,4,2
77,0.03311965811965812,Silver,0.7401129943502824,0.9013746103256038,Grey,0.631578947368421,0.8737006080367499,VYab,4,2
48,0.030982905982905984,Silver,0.7696969696969697,0.9013271971884012,Grey,0.5263157894736842,0.8637237637958304,VYab,3,2
84,0.03311965811965812,Silver,0.7444444444444445,0.9012937286250609,Grey,0.5526315789473685,0.8504699855218216,VYab,4,2
109,0.03205128205128205,Black,0.7375,0.9011178207840622,Grey,0.47368421052631576,0.8510619053735826,VYab,5,2
96,0.03205128205128205,Silver,0.7975460122699386,0.9009198383197147,Grey,0.5263157894736842,0.8569064723011992,VYab,5,2
72,0.03418803418803419,Silver,0.7213114754098361,0.9008063364557525,Grey,0.631578947368421,0.8409404336652886,VYab,4,2
116,0.03418803418803419,Black,0.7763157894736842,0.9007903908041249,Grey,0.3157894736842105,0.8447291537171151,VYab,6,2
126,0.03311965811965812,Silver,0.7666666666666667,0.900616409720027,Grey,0.5526315789473685,0.8446219566843143,VYab,6,2
150,0.024572649572649572,Silver,0.7597765363128491,0.9004757158473418,Grey,0.5789473684210527,0.8279883071025878,VYab,7,2
