,useless,pr_min_color,pr_min,pr_avg,rc_min_color,rc_min,rc_avg,colorspace,degree,regularization
0,0.035256410256410256,Silver,0.75,0.890675102948781,Grey,0.5789473684210527,0.852813756048853,BCbCr,3,2
66,0.035256410256410256,Silver,0.7658227848101266,0.8885799000077077,Grey,0.5526315789473685,0.8519760160823941,CbGR,3,2
10,0.03632478632478633,Silver,0.7469879518072289,0.887096647747046,Grey,0.5263157894736842,0.8470496913112484,BCrG,3,2
16,0.03632478632478633,Silver,0.7440476190476191,0.8862847427656024,Grey,0.5263157894736842,0.8463449523514759,BCrY,3,2
55,0.035256410256410256,Silver,0.7368421052631579,0.8857233929959067,Grey,0.5789473684210527,0.8428498597709946,CbCrG,3,2
60,0.035256410256410256,Silver,0.7470588235294118,0.885308495448458,Grey,0.5526315789473685,0.8443341126823433,CbCrV,3,2
58,0.03632478632478633,Silver,0.7411764705882353,0.8849691323048259,Grey,0.5263157894736842,0.844951020668113,CbCrR,3,2
61,0.035256410256410256,Silver,0.7469879518072289,0.8848759321933167,Grey,0.5789473684210527,0.8448333486093781,CbCrY,3,2
12,0.03632478632478633,Silver,0.7735849056603774,0.8839549924184713,Grey,0.5263157894736842,0.8534651494174725,BCrL,3,2
87,0.03632478632478633,Silver,0.7577639751552795,0.88359518631556,Grey,0.5,0.8459525228996843,CbRY,3,2
132,0.035256410256410256,Silver,0.7575757575757576,0.8828281148281125,Grey,0.5,0.8434297623513375,CrVb,3,2
69,0.03739316239316239,Silver,0.7439024390243902,0.8804128125133269,Grey,0.5263157894736842,0.8429169091638982,CbGY,3,2
4,0.03418803418803419,Silver,0.7380952380952381,0.879239511220489,Grey,0.47368421052631576,0.8364611270046852,BCbR,3,2
13,0.03739316239316239,Silver,0.7425149700598802,0.8774509267603067,Grey,0.5,0.8427546058515999,BCrR,3,2
79,0.03739316239316239,Silver,0.7654320987654321,0.8770534990887555,Grey,0.4473684210526316,0.8419409001965066,CbLR,3,2
134,0.035256410256410256,Silver,0.7365269461077845,0.8755199682793737,Grey,0.5,0.8336633152142862,CrYb,3,2
125,0.035256410256410256,Silver,0.7333333333333333,0.8736231796391414,Grey,0.5,0.8341215629278736,CrRb,3,2
107,0.03632478632478633,Silver,0.7365269461077845,0.8730046028896965,Grey,0.47368421052631576,0.8359937554695406,CrGb,3,2
59,0.03739316239316239,Silver,0.7109826589595376,0.8728948353803537,Grey,0.4473684210526316,0.8291682584694695,CbCrS,3,2
88,0.03739316239316239,Silver,0.7378048780487805,0.8721630223099349,Grey,0.5,0.835721401125209,CbRa,3,2
120,0.038461538461538464,Silver,0.7309941520467836,0.8721272354809874,Grey,0.5,0.8387879246436524,CrLb,3,2
18,0.0405982905982906,Grey,0.76,0.8707418366445296,Grey,0.5,0.8446722011188896,BCrb,3,2
176,0.03418803418803419,Grey,0.6551724137931034,0.8701595451982017,Grey,0.5,0.829242234940845,HSY,3,2
57,0.03952991452991453,Silver,0.7142857142857143,0.8694074959622294,Grey,0.5263157894736842,0.8349557963516699,CbCrL,3,2
170,0.035256410256410256,Grey,0.6333333333333333,0.8684248033090634,Grey,0.5,0.831330654614163,HRS,3,2
175,0.030982905982905984,Grey,0.5625,0.864968651789667,Grey,0.47368421052631576,0.824756241335895,HSV,3,2
83,0.0405982905982906,Noise,0.7131147540983607,0.8632634745369543,Grey,0.5,0.8249684813709016,CbLa,3,2
8,0.03739316239316239,Noise,0.6511627906976745,0.862683375178662,White,0.4523809523809524,0.808335621251492,BCba,3,2
97,0.038461538461538464,Noise,0.7310924369747899,0.8622300210740644,Grey,0.5,0.8276674838139526,CbYa,3,2
1,0.042735042735042736,Grey,0.6774193548387096,0.8614335298279416,Grey,0.5526315789473685,0.8165059984099045,BCbG,3,2
70,0.03739316239316239,Noise,0.7350427350427351,0.8600989606337663,Grey,0.5,0.8275732454646808,CbGa,3,2
